Label,sample_type,CLO_C,CLO_4o,CL_C,CL_4o,UBERON_C,UBERON_4o,BTO_C,BTO_4o,UBERON_t2t,BTO_t2t,CLO_t2t,CL_t2t
Brain_Inferior_Temporal_Lobe,A,-,CLO_0007973,CL_0002319,CL_0000708,UBERON_0002751,UBERON_0002728,BTO_0006175,BTO_0001972,UBERON_0013551,BTO_0006175,-,-
small_intestine_2,A,-,CLO_0007740,CL_0002254,CL_0000540,UBERON_0002108,UBERON_0002108,BTO_0000651,BTO_0000755,UBERON_0002108,BTO_0000651,-,-
Unknown.6_eye,A,-,CLO_0000324,-,CL_0000057,UBERON_0000970,UBERON_0000970,BTO_0000439,BTO_0000142,UBERON_0000970,BTO_0000439,-,-
thalamus adult donor10252,A,-, ,CL_0002319,-,UBERON_001022,UBERON_0001897,BTO_0001365,-,UBERON_0004703,BTO_0001365,-,-
Brain_Cingulate_Gyrus,A,-,CLO_0000000,CL_0002319,CL_0000000,UBERON_0002967,UBERON_0000130,BTO_0003976,BTO_0000704,UBERON_0002967,BTO_0003976,-,-
appendix adult,A,-,-,CL_1000405,-,UBERON_0001154,UBERON_0001154,BTO_0000084,BTO_0000126,UBERON_0001154,BTO_0000084,-,-
Lateral temporal lobe_17T_Young,A,-,CLO_0000031,CL_0002319,CL_0000700,UBERON_0001871,UBERON_0001871,BTO_0001355,BTO_0001606,UBERON_0001871,BTO_0001355,-,-
colon adult donor1,A,-,CLO_0031468,CL_0011108,CL_0000094,UBERON_0001155,UBERON_0001155,BTO_0000269,BTO_0002096,UBERON_0001155,BTO_0000269,-,-
small intestine_2,A,-,CLO_0030008,CL_0002254,CL_0005019,UBERON_0002108,UBERON_0002108,BTO_0000651,BTO_0000763,UBERON_0002108,BTO_0000651,-,-
Left_Ventricle_adult,A,-,CLO_0000626,CL_0002494,CL_0000738,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001379,UBERON_0002084,BTO_0001629,-,-
Artery_Coronary,A,-,CLO_0000182,-,CL_0000749,UBERON_0001621,UBERON_0001620,BTO_0000290,BTO_0000500,UBERON_0001621,BTO_0000290,-,-
pancreas,A,-,CLO_0000246,-,CL_0002096,UBERON_0001264,UBERON_0001264,BTO_0000988,BTO_0001069,UBERON_0001264,BTO_0000988,-,-
Circle of Willis_54y,A,-,CLO_0000000,-,CL_0000000,UBERON_0003709,UBERON_0001908,-,BTO_0000661,UBERON_0003709,-,-,-
left ventricle_LV1200,A,-,CLO_0051477,CL_0002494,CL_0000731,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0004982,UBERON_0002084,BTO_0001629,-,-
left ventricle_DCM_LV1033,A,-,CLO_0001932,CL_0002494,CL_0000731,UBERON_0002084,UBERON_0002083,BTO_0001629,BTO_0000661,UBERON_0002084,BTO_0001629,-,-
transverse colon_54y,A,-,CLO_0000238,-,CL_0002563,UBERON_0001157,UBERON_0001157,BTO_0000272,BTO_0000323,UBERON_0001157,BTO_0000272,-,-
forebrain,A,-,CLO_0007054,CL_0002319,CL_0000100,UBERON_0001890,UBERON_0001890,BTO_0000478,BTO_0000312,UBERON_0001890,BTO_0000478,-,-
Fetal adrenal gland,A,-,CLO_0037282,CL_0000150,CL_0002673,UBERON_0002369,UBERON_0001235,BTO_0000047,BTO_0001529,UBERON_0002369,BTO_0000047,-,-
UCSD_Lung,A,-,CLO_0000238,CL_0000082,CL_0000256,UBERON_0002048,UBERON_0002048,BTO_0000763,BTO_0000582,UBERON_0002048,BTO_0000763,-,-
heart adult pool1,A,-,CLO_0032290,CL_0002494,CL_0000746,UBERON_0000948,UBERON_0000948,-,BTO_0001360,UBERON_0000948,BTO_0000562,-,-
embryonic-kidney,A,-,CLO_0007643,CL_1000497,CL_0000870,UBERON_0000922,UBERON_0002106,BTO_0002733,BTO_0000238,UBERON_0008816,BTO_0002733,-,-
small intestine fetal donor1,A,-,CLO_0037167,CL_0002254,CL_0002677,UBERON_0002108,UBERON_0002107,BTO_0000651,BTO_0001135,UBERON_0002108,BTO_0000651,-,-
small intestine 30y,A,-,-,CL_0002254,CL_0000170,UBERON_0002108,UBERON_0002108,BTO_0000651,BTO_0000752,UBERON_0002108,BTO_0000651,-,-
lung_3y,A,-,CLO_0050846,CL_0000082,CL_0000674,UBERON_0002048,UBERON_0002048,BTO_0000763,BTO_0000182,UBERON_0002048,BTO_0000763,-,-
hippocampus,A,-,-,CL_0002319,-,UBERON_0000955,UBERON_0001950,BTO_0000601,BTO_0000623,UBERON_0002305,BTO_0000601,-,-
ductus deferens adult,A,-,-,CL_0000068,CL_0000595,UBERON_0001000,UBERON_0000065,BTO_0001427,BTO_0000332,UBERON_0001000,BTO_0001427,-,-
stomach_30y,A,-,CLO_0008031,-,CL_0000000,UBERON_0000945,UBERON_0000945,BTO_0001307,BTO_0000759,UBERON_0000945,BTO_0001307,-,-
brain-prefrontal-cortex,A,-,CLO_0000483,CL_0002319,CL_0000101,UBERON_0000451,UBERON_0001871,BTO_0002807,BTO_0000000,UBERON_0000451,BTO_0002807,-,-
left ventricle_DCM_LV1290,A,-,CLO_0037714,CL_0002494,CL_0000740,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0000481,UBERON_0002084,BTO_0001629,-,-
Adrenal_Gland,A,-,CLO_0005372,CL_0000150,CL_0002240,UBERON_0002369,UBERON_0002367,BTO_0000047,BTO_0000121,UBERON_0002369,BTO_0000047,-,-
Left_ventricle,A,-,-,CL_0002494,CL_0000740,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001361,UBERON_0002084,BTO_0001629,-,-
large intestine,A,-,CLO:0000219,CL_0002253,CL:0009014,UBERON_0000059,UBERON:0000059,BTO_0000706,BTO:0000757,UBERON_0000059,BTO_0000706,-,-
cerebellum - adult donor10196,A,-,-,CL_0002319,-,UBERON_0002037,UBERON_0002037,BTO_0000232,BTO_0000250,UBERON_0002037,BTO_0000232,-,-
spinal cord fetal donor1,A,-,CLO_0007165,CL_0002319,CL_0000117,UBERON_0002240,UBERON_0002326,BTO_0001279,BTO_0001181,UBERON_0002240,BTO_0001279,-,-
Pancreatic islets,A,-,CLO_0000176,CL_0008024,CL_1000344,UBERON_0000006,UBERON_0000006,BTO_0000991,BTO_0000968,UBERON_0000006,BTO_0000991,-,-
brain_1,A,-,CLO_0000021,CL_0002319,CL_0000100,UBERON_0000955,UBERON_0000955,BTO_0000142,BTO_0000142,UBERON_0000955,BTO_0000142,-,-
medial frontal gyrus - adult donor10196,A,-,CLO_0000657,CL_0002319,CL_0000707,UBERON_0002702,UBERON_0002795,BTO_0004834,BTO_0001287,UBERON_0002702,BTO_0004834,-,-
Brain angular gyrus,A,-,-,CL_0002319,-,UBERON_0002686,UBERON_0002791,-,BTO_0004590,UBERON_0002686,BTO_0003976,-,-
right ventricle 3y,A,-,CLO_0000000,CL_0002494,CL_0000000,UBERON_0002080,UBERON_0002080,BTO_0001630,BTO_0001356,UBERON_0002080,BTO_0001630,-,-
adipose-tissue,A,-,CLO_0002626,CL_0000136,CL_0000138,UBERON_0001013,UBERON_0001013,BTO_0001487,BTO_0000753,UBERON_0001013,BTO_0001487,-,-
bladder adult pool1,A,-,CLO_0039208,CL_1001319,CL_0002372,UBERON_0001255,UBERON_0001255,BTO_0000123,BTO_0000180,CL_1001319,BTO_0000123,-,-
ascending_aorta,A,-,CLO_0000309,-,CL_0000593,UBERON_0001496,UBERON_0002339,-,BTO_0000177,UBERON_0001496,BTO_0000135,-,-
Rectal_Smooth_Muscle,A,-,-,CL_0002504,CL_0000193,UBERON_0018112,UBERON_0000349,-,BTO_0001375,UBERON_0018112,BTO_0001260,-,-
left ventricle,A,-,-,CL_0002494,CL_0000749,UBERON_0002084,UBERON_0002084,BTO_0001629,BTO_0001363,UBERON_0002084,BTO_0001629,-,-
hT85_organoid,A,-,CLO_0009457,CL_0000083,CL_0000003,UBERON_0001264,UBERON_0000178,-,BTO_0006210,UBERON_0000062,BTO_0005723,-,-
Colon_Crypt_3,A,-,CLO_0034673,CL_0011108,CL_0002061,UBERON_0013485,UBERON_0000362,-,BTO_0002697,UBERON_0013485,BTO_0000305,-,-
Glomerulus,A,-,-,CL_1000746,CL_0000650,UBERON_0000074,UBERON_0000074,BTO_0000530,BTO_0000135,UBERON_0000074,BTO_0000530,-,-
Brain Substantia Nigra,A,-,CLO_0050847,CL_0002614,CL_0000192,UBERON_0002038,UBERON_0002037,BTO_0000143,BTO_0000667,UBERON_0002038,BTO_0000143,-,-
HS-SY-2Monophasic_synovial_sarcoma,CL,CLO_0050072,CLO_0050844,CL_0000214,CL_0000353,UBERON_0003668,UBERON_0003672,BTO_0006086,BTO_0000118,CL_0000214,BTO_0001824,DOID_5485,CL_0000214
22Rv1_delSite4_Clone22/23-F8,CL,CLO_0001200,CLO_0002531,CL_0002231,CL_0009015,UBERON_0002367,UBERON_0000474,BTO_0002999,BTO_0000591,-,-,CLO_0001200,-
lymphoma malignant hairy B-cell cell line:MLMA,CL,-,CLO_0051541,CL_0000236,CL_0000841,UBERON_0000178,UBERON_0000403,-,BTO_0003851,GO_0070451,BTO_0000104,DOID_3070,CL_0001064
lncaparmo-ar-dht1nm,CL,CLO_0007365,CLO_0002375,CL_0002231,CL_0000600,UBERON_0002367,UBERON_0001981,BTO_0001321,BTO_0000489,UBERON_2002053,BTO_0001321,CLO_0037116,UBERON_0001460
Loucy,CL,CLO_0007375,CLO_0009327,CL_0000084,CL_0000057,UBERON_0000178,UBERON_0000468,-,BTO_0000850,-,-,CLO_0007375,-
TE7_1,CL,CLO_0009319, ,CL_0000076,-,UBERON_0001043,-,-,BTO:0003712,-,-,CLO_0009319,-
A-673-clone-Asp114,CL,CLO_0001605,CLO_0007760,CL_0000187,CL_0000000,UBERON_0005090,UBERON_0000000,BTO_0003768,BTO_0000227,-,-,CLO_0002509,-
small cell gastrointestinal carcinoma cell line:ECC10,CL,CLO_0050796,CLO_0008003,CL_0002178,CL_0002324,UBERON_0000945,UBERON_0001907,-,BTO_0006315,UBERON_0002108,BTO_0005544,DOID_77,UBERON_0002108
H1 hESC-derived neural progenitor cells_Smad_6hr,CL,-,CLO_0030008,CL_0011020,CL_0002248,UBERON_0000922,UBERON_000001,-,BTO_0002850,CL_0011026,BTO_0004093,CLO_0037250,CL_0011020
HUCCT1,CL,CLO_0050009,CLO_0003297,CL_0000068,CL_0000000,UBERON_0002394,UBERON_0000000,BTO_0003911,BTO_0002185,UBERON_2005021,BTO_0003911,-,-
VCaP_prostate_carcinoma_SH3_DHT,CL,CLO_0037117,CLO_0009273,CL_0002231,CL_0002618,UBERON_0002367,UBERON_0002367,BTO_0003215,BTO_0003043,UBERON_0002367,BTO_0002021,DOID_10286,UBERON_0002367
A-673_clone_Asp114_Ewing_sarcoma,CL,CLO_0001605,CLO_0050857,CL_0000187,CL_0000000,UBERON_0005090,UBERON_0000000,BTO_0003768,BTO_0000958,NBO_0000073,BTO_0002513,DOID_3368,GO_0071626
hMSC-TERT,CL,-,CLO_0000184,CL_0000134,CL_0000034,UBERON_0002371,UBERON_0001067,-,BTO_0001181,PR_P11836,BTO_0004390,-,PR_P21757
LNCaP_prostate_carcinoma_ETOH_SHCTR,CL,CLO_0007365,CLO_0007771,CL_0002231,CL_0000182,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0000784,UBERON_0002367,BTO_0002021,DOID_10286,UBERON_0002367
FLP76_embryonic_kidney,CL,-,CLO_0050831,CL_1000497,CL_0002594,UBERON_0002113,UBERON_0002011,-,BTO_0001261,UBERON_0002113,BTO_0002733,UBERON_0002113,UBERON_0002113
HEK293T,CL,CLO_0037372,CLO_0050844,CL_0002518,CL_0000182,UBERON_0002113,UBERON_0000468,BTO_0002181,BTO_0002537,-,BTO_0002181,CLO_0037372,-
GM15510,CL,CLO_0028068,CLO_0003937,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0002855,-,BTO_0003023,CLO_0028068,-
HeLaS3,CL,CLO_0003696,CLO_0002052,CL_0002535,CL_0000000,UBERON_0000002,UBERON_0000000,BTO_0000568,BTO_0000242,UBERON_0001290,BTO_0000567,CLO_0003696,UBERON_0001290
mesothelioma cell line:NCI-H28,CL,CLO_0008079,CLO_0002979,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,-,BTO_0001917,CL_0000077,BTO_0002424,CL_0000077,CL_0000077
H9 derived neuronal progenitor cultured cells,CL,-,CLO_0003129,CL_0011020,CL_0000057,UBERON_0001016,UBERON_0001032,-,BTO_0003679,CL_0011026,BTO_0000214,CL_0000010,CL_0011020
HeLa-S3_Cervical_Carcinoma,CL,CLO_0003696,CLO_1008414,CL_0002535,CL_0002328,UBERON_0000002,UBERON_0000002,BTO_0000568,BTO_0001903,UBERON_0000962,BTO_0000180,-,UBERON_0000962
iPS DF 19.11 Cells,CL,CLO_0037308,CLO_0037293,CL_0002248,CL_0001039,-,UBERON_0000922,-,BTO_0003245,UBERON_2000754,-,CLO_0002755,-
A549_ethanol_1h,CL,CLO_0001601,CLO_0006871,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0000018,BTO_0000014,NCBITAXON_28376,BTO_0000428,CLO_0001601,-
BJ/ET,CL,CLO_0001980,CLO_0002490,CL_1001608,CL_0000057,UBERON_0001332,UBERON_0000483,BTO_0003807,BTO_0004308,CL_1001608,BTO_0003807,CLO_0001980,CL_1001608
A549 DMSO,CL,CLO_0001601,CLO_0000011,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0000018,BTO_0000000,-,BTO_0005816,CLO_0001601,-
IMR90_lung_fibroblasts_DMSO,CL,CLO_0006951,CLO_0002604,CL_0002553,CL_0000057,UBERON_0002048,UBERON_0002048,BTO_0001229,BTO_0000220,CL_0002553,BTO_0000764,CL_0000057,CL_0002553
HCT116 TP53-/-_Nutlin3A,CL,CLO_0003665,CLO_0007705,CL_0011108,CL_0000057,UBERON_0001155,UBERON_0034922,BTO_0001109,BTO_0003660,-,BTO_0001109,CLO_0003665,-
GM18507,CL,CLO_0024916,CLO_0000752,CL_0000236,CL_0000057,UBERON_0000178,UBERON_0000468,-,BTO_0000068,-,-,CLO_0024916,ENSEMBL_ENSG00000256193
HUVECs_TNF0min,CL,CLO_0004307,CLO_0002616,CL_0002618,CL_0002618,UBERON_0002331,UBERON_0000178,BTO_0001949,BTO_0000014,NCBITAXON_9369,BTO_0001949,-,-
NB69,CL,CLO_0050263,CLO_0007798,CL_0000031,CL_0000000,UBERON_0000955,UBERON_0000000,BTO_0005426,BTO_0005417,-,BTO_0005426,CLO_0037089,-
PATU8988S_GFP_DOX,CL,CLO_0008383,CLO_0000217,CL_0000083,CL_0000000,UBERON_0001264,UBERON_0000000,BTO_0005191,BTO_0002545,-,BTO_0005879,CLO_0008383,-
COLO320-DM_DMSO,CL,CLO_0002571,CLO_0050990,CL_0011108,CL_0000000,UBERON_0001155,UBERON_0000000,BTO_0002047,BTO_0000092,UBERON_0001155,BTO_0002047,CLO_0002545,UBERON_0001155
gm12891,CL,CLO_0022859,CLO_0003670,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0000184,-,-,CLO_0022859,-
293Trex_B4Nflag_7h,CL,CLO_0037238,CLO_0051433,CL_0002518,CL_0000182,UBERON_0002113,UBERON_0000483,BTO_0005238,BTO_0000232,-,BTO_0005238,-,-
PANC1_2,CL,CLO_0008381,CLO_0000471,CL_0000169,CL_0000000,UBERON_0001264,UBERON_0000000,BTO_0000304,BTO_0000704,NCBITAXON_9596,BTO_0000304,NCBITAXON_9596,UBERON_0001264
CHL-1,CL,CLO_0002420,CLO_0003896,CL_2000000,CL_0000000,UBERON_0001003,UBERON_0000000,BTO_0004061,BTO_0000560,UBERON_0003939,BTO_0004061,CLO_0002418,-
hESC-1_Embryonic_stem_cells_WNT3A,CL,CLO_0037281,CLO_0007911,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000104,BTO_0006080,BTO_0003131,UBERON_0008816,BTO_0001086,CLO_0037279,CL_0002322
FLP76,CL,-,CLO_0006376,CL_1000497,CL_0000236,UBERON_0002113,UBERON_0000001,-,BTO_0004745,-,-,-,-
iPS-15b,CL,-,CLO_0007136,CL_0002248,CL_0002322,-,UBERON_0000468,-,BTO_0002987,UBERON_2001840,-,CLO_0001107,UBERON_0009095
MKN28,CL,CLO_0037142,CLO_0007786,CL_0002178,CL_0000000,UBERON_0000945,UBERON_0000000,BTO_0002381,BTO_0000915,-,BTO_0002381,CLO_0037142,-
MCF10A_low,CL,CLO_0007599,CLO_0002871,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0001939,BTO_0000279,UBERON_0002691,BTO_0001939,CLO_0007599,PATO_0001796
RPMI-8402_T_acute_lymphoblastic_leukemia,CL,CLO_0009857,CLO_0002880,CL_0000084,CL_0000236,UBERON_0000178,UBERON_0002405,BTO_0001880,BTO_0001194,PR_000016043,BTO_0000731,DOID_5603,PR_000016043
Kelly_shB4_Res,CL,CLO_0007091,CLO_0050996,CL_0000031,CL_0000000,UBERON_0000955,UBERON_0000000,BTO_0006213,BTO_0001343,UBERON_0000363,BTO_0006213,CLO_0007091,-
LS174T_colon_adenocarcinoma_BI8622,CL,CLO_0007403,CLO_0007769,CL_0011108,CL_0000048,UBERON_0001155,UBERON_0001155,BTO_0001553,BTO_0003303,UBERON_0001155,BTO_0000032,DOID_234,UBERON_0001155
ME-1_DMSO_6h,CL,CLO_0009847,CLO_0007786,CL_0000763,CL_0000057,UBERON_0000178,UBERON_0000455,-,BTO_0002757,-,-,CLO_0007654,-
HSMM Skeletal Muscle Myoblasts Cells,CL,CLO_0000809,CLO_0000322,CL_0000056,CL_0000056,UBERON_0005090,UBERON_0014892,-,BTO_0000142,CL_0000515,BTO_0004392,CL_0000515,CL_0000515
GM18486,CL,CLO_0024943,CLO_0001073,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0002955,-,-,CLO_0024943,-
GLC16,CL,-,CLO_0037133,CL_0000082,CL_0002319,UBERON_0002048,UBERON_0002373,-,BTO_0003125,-,BTO_0002385,CLO_0002096,-
hESC,CL,CLO_0037280,CLO_0030009,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000104,BTO_0001086,BTO_0003247,UBERON_4300114,BTO_0006080,CLO_0008954,CL_0002322
CLB-BER-Lud,CL,-,CLO_0050881,CL_0000031,CL_0000001,UBERON_0001016,UBERON_0000001,-,BTO_0000001,-,BTO_0004908,CLO_0001929,-
NUT,CL,-,CLO_0031938,CL_0000015,CL_0000750,UBERON_0000473,UBERON_0002367,-,BTO_0003341,CHEBI_33284,BTO_0000545,CHEBI_33284,UBERON_0001041
GM18526,CL,CLO_0024847,CLO_0003685,CL_0000236,CL_NULL,UBERON_0000178,UBERON_NULL,-,BTO_0005725,-,BTO_0005366,CLO_0024847,-
IMR90_#2,CL,CLO_0006951,CLO_0002838,CL_0002553,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0001229,BTO_0001335,-,BTO_0001229,CLO_0006951,-
HFF-Myc,CL,-,CLO_0002530,CL_1001608,CL_0000057,UBERON_0001332,UBERON_0000178,-,BTO_0003207,-,BTO_0004784,CLO_0003730,-
BT-474_breast_invasive_ductal_carcinoma_EGF,CL,CLO_0002042,CLO_0008366,CL_0002327,CL_0002328,UBERON_0000310,UBERON_0000310,BTO_0001932,BTO_0000186,UBERON_0000310,BTO_0002844,DOID_3008,UBERON_0000310
HUVEC umbilical vein endothelial,CL,CLO_0004307,CLO_0002682,CL_0002618,CL_0002138,UBERON_0002331,UBERON_0001064,BTO_0001949,BTO_0003214,CL_0002618,BTO_0004296,CLO_0000334,CL_0002618
SK-MEL-239,CL,-,CLO_0007888,CL_0000148,CL_,-,UBERON_,-,BTO_0000719,UBERON_2005211,BTO_0004475,CLO_0035382,-
MCF10CA1a,CL,CLO_0007599,CLO_0008030,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,-,BTO_0002569,-,-,CLO_0037180,-
LY4,CL,-,CLO_0050910,CL_0000236,CL_0000192,UBERON_0000178,UBERON_0001420,-,BTO_0000147,-,-,-,-
MALME-3,CL,CLO_0007528,CLO_0002714,CL_0002620,CL_,UBERON_0001003,UBERON_,BTO_0004161,BTO_0002663,-,BTO_0004161,CLO_0007528,-
HUES48 Cells,CL,-,CLO_0007594,CL_0002322,CL_0000000,UBERON_0000922,UBERON_0000000,-,BTO_0004340,UBERON_2000711,BTO_0002158,CLO_0037316,-
GM12873_female_B-cells,CL,CLO_0022835,CLO_0023991,CL_0000236,CL_0000844,UBERON_0000178,UBERON_0000178,-,BTO_0000819,CL_0000021,BTO_0001654,CLO_0022835,CL_0000021
Capan1-untreated,CL,CLO_0002197,CLO_0007774,CL_0002079,CL_0000000,UBERON_0000017,UBERON_0000000,BTO_0002744,BTO_0000253,PATO_0002505,BTO_0002744,CLO_0002197,CL_0000960
H1 hESC-derived neural progenitor cells_Smad_72hr,CL,-,CLO_0007379,CL_0011020,CL_0000232,UBERON_0000922,UBERON_0004713,-,BTO_0003596,CL_0011026,BTO_0004093,CLO_0037250,CL_0011020
T47D_invasive_ductal_carcinoma_E2,CL,CLO_0009251,CLO_0002593,CL_0002327,CL_0002328,UBERON_0000310,UBERON_0007844,BTO_0001248,BTO_0006309,UBERON_8410003,BTO_0002844,DOID_3008,UBERON_8410003
HUDEP-2_BCL11AKO,CL,-,CLO_0030001,CL_0000038,CL_0000236,UBERON_0012168,UBERON_0010000,-,BTO_0001904,-,-,-,PR_000004691
MALME3,CL,CLO_0007528,CLO_0003004,CL_0002620,CL_0000000,UBERON_0001003,UBERON_0000000,BTO_0004161,BTO_0000362,-,BTO_0004161,CLO_0007528,-
TTC549_Doxycycline,CL,-,CLO_0050048,-,CL_0000746,UBERON_0002107,UBERON_0002107,-,BTO_0002854,CHEBI_33635,-,CHEBI_33635,CL_4033069
GM12878 ENCODE,CL,CLO_0022851,CLO_0003679,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000473,BTO_0006353,BTO_0000995,UBERON_0002878,BTO_0006353,CLO_0022851,-
CA-46_Burkitt_lymphoma,CL,CLO_0002168,CLO_0007762,CL_0000236,CL_0000297,UBERON_0000178,UBERON_0000029,BTO_0000789,BTO_0000254,UBERON_0002391,BTO_0000164,DOID_8584,PR_000001209
LREX,CL,-,CLO_0008367,CL_0002231,CL_0000001,UBERON_0002367,UBERON_0002048,-,BTO_0001409,-,BTO_0005238,-,CL_0011032
C4-2B_vehicle_24h,CL,CLO_0037116,CLO_0007899,CL_0002231,CL_0000010,UBERON_0002367,UBERON_0015228,BTO_0004959,BTO_0003615,UBERON_0004613,-,GO_0031982,CL_0002215
TSU-1621-MT_adult_acute_myeloid_leukemia_ATRA,CL,-,CLO_0050286,CL_0000763,CL_0000765,UBERON_0000178,UBERON_0000178,-,BTO_0000217,CL_0000766,BTO_0001545,DOID_9119,PR_000014362
NCR-G1,CL,CLO_0051395,CLO_0008000,CL_0000015,CL_0000062,UBERON_0000473,UBERON_0006928,-,BTO_0004047,-,-,CLO_0003420,CL_0003002
MCF-7_10Gygamma_5h,CL,CLO_0007606,CLO_0001220,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0000093,BTO_0000369,-,-,CLO_0007599,-
22rv1-arvs,CL,CLO_0001200,CLO_0003131,CL_0002231,CL_0002324,UBERON_0002367,UBERON_0000104,BTO_0002999,BTO_0000944,-,-,CLO_0001200,-
H9_Cell_Line,CL,CLO_0003612,CLO_0002453,CL_0000084,CL_0000057,UBERON_0000178,UBERON_0000468,BTO_0001944,BTO_0002988,CL_0000039,BTO_0000374,CLO_0003612,CL_0007015
SF268,CL,CLO_0009902,CLO_0009221,CL_0000127,CL_0000000,UBERON_0000955,UBERON_0000000,BTO_0003772,BTO_0000946,-,BTO_0003772,CLO_0009902,-
IMR-5_Neuroblastoma,CL,CLO_0006950,CLO_0007636,CL_0000031,CL_0002319,UBERON_0000955,UBERON_0000955,BTO_0005846,BTO_0004261,CL_0000031,BTO_0000931,EFO_0000621,CL_0000031
HUVEC_Notch1kd_IL1beta,CL,CLO_0004307,CLO_0035743,CL_0002618,CL_0002618,UBERON_0002331,UBERON_0001981,BTO_0001949,BTO_0000850,UBERON_0018346,BTO_0001949,-,-
PFSK-1,CL,CLO_0008425,CLO_0002729,CL_0000057,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0001192,-,-,CLO_0008425,-
NCI-H2171 cells,CL,CLO_0008060,CLO_0003123,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0005978,BTO_0001044,-,BTO_0005978,CLO_0008060,-
TEX-HIST1H3F-K27I-2-Rx_cells,CL,-,CLO_0002884,CL_0000034,CL_0000057,UBERON_0002371,UBERON_0000468,BTO_0006359,BTO_0000568,UBERON_2007011,BTO_0006359,-,CL_0011025
CAL51,CL,CLO_0002185,CLO_0007054,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0000945,BTO_0000187,-,BTO_0000945,CLO_0002593,-
HEK293-FT,CL,CLO_0037237,CLO_0000011,CL_0002518,CL_0000000,UBERON_0002113,UBERON_0000000,BTO_0005029,BTO_0000209,-,BTO_0000007,CLO_0001230,-
LY1,CL,-,CLO_0000902,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0002703,PR_000001843,-,PR_000001843,PR_000001843
FL16,CL,-,CLO_0050749,CL_0000236,CL_0002037,UBERON_0000029,UBERON_0002048,-,BTO_0002099,-,BTO_0005154,-,-
mesenchymal stem cell line:Hu5/E18,CL,-,CLO_0001034,CL_0008019,CL_0000134,UBERON_0003104,UBERON_0001066,-,BTO_0002603,CL_0000134,BTO_0003298,CLO_0037305,CL_0000134
carcinoid cell line:NCI-H1770,CL,CLO_0008017,CLO_0003047,CL_1000223,CL_0000000,UBERON_0002048,UBERON_0000000,-,BTO_0005635,CHEBI_23044,BTO_0000729,CLO_0008017,-
MCC26_virus_negative,CL,-,CLO_0054160,CL_0000242,CL_0000000,UBERON_0001003,UBERON_0000000,-,BTO_0006769,GO_0009890,-,CLO_0007352,GO_0050866
HS-SY-2,CL,CLO_0050072,CLO_0017365,CL_0000214,CL_0000000,UBERON_0003668,UBERON_0000000,BTO_0006086,BTO_0001285,-,-,CLO_0004041,-
LNCaP_prostate_carcinoma_RPMIFBS,CL,CLO_0007365,CLO_0002323,CL_0002231,CL_0009048,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0000830,UBERON_0002367,BTO_0002021,DOID_10286,UBERON_0002367
MCF7L-TamRimmortalized_breast_epithelial_tamoxifen_resistant_cell_line,CL,-,CLO_0001198,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0000310,-,BTO_0000309,CL_0002327,BTO_0001211,CLO_0000129,CL_0002327
acute myeloid leukemia (FAB M5) cell line:THP-1 (revived),CL,CLO_0009348,CLO_0000235,CL_0000576,CL_0000945,UBERON_0000178,UBERON_0000178,BTO_0001370,BTO_0000324,CL_0000763,BTO_0001883,DOID_9119,PR_000014362
NCI-H2009,CL,CLO_0008038,CLO_0008327,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0003242,BTO_0001529,-,BTO_0003242,CLO_0008038,-
SK-N-BE,CL,-,CLO_0007771,CL_0000031,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0000224,-,-,CLO_0001912,CL_0000968
GM10861_female_B-cells,CL,CLO_0024094,CLO_0001066,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,-,BTO_0000819,CL_0000021,BTO_0001654,CLO_0024094,CL_0000021
