Label,Type,CLO_id,CL_id,UBERON_id,BTO_id
HepG2_shNS,CL,CLO_0003704,CL_0000182,UBERON_0002107,BTO_0006301
Smooth Muscle Cells - Brain Vascular donor1,CT,-,CL_0000192,UBERON_0016565,BTO_0004578
RPMI 2650,CL,-,CL_0002631,UBERON_0001706,BTO_0004205
Muscle_Satellite_Cultured_Cells,CT,-,CL_0000594,UBERON_0001134,BTO_0005787
15242A,CL,CLO_0026878,-,-,-
eosinophil (VB),CT,-,CL_0000771,UBERON_0002371,BTO_0000399
CD4_TH1,CT,-,CL_0000545,-,BTO_0001678
LNCaP_C4-2B_prostate_carcinoma_R1881_SHCTR,CL,-,CL_0002231,UBERON_0002367,BTO_0004959
HSQ-89,CL,-,CL_0000240,UBERON_0001003,BTO_0002139
L1236_Hodgkin_lymphoma,CL,CLO_0031744,CL_0001064,UBERON_0000029,-
transverse colon,A,-,-,UBERON_0001157,BTO_0000272
SaOS2_osteosarcoma,CL,-,CLO_0000062,UBERON_0002481,BTO_0000971
Brain Cingulate Gyrus,A,-,-,UBERON_0002967,BTO_0003976
Matrix_Fibrob_1_C,CT,-,CL_0000057,UBERON_0002384,BTO_0000452
SET2,CL,-,CL_0000553,UBERON_0012429,BTO_0004766
leukophereses_p411,CT,-,CL_2000001,UBERON_0013756,BTO_0001025
MCF7_Invasive_ductal_breast_carcinoma_DEX,CL,-,CL_4033058,UBERON_0001911,BTO_0001912
CD34_Progenitors_R2,CT,-,CL_0001024,-,BTO_0004408
NCI-H1048,CL,-,CL_4033010,UBERON_0002185,BTO_0005974
HuH-7,CL,CLO_0009989,CL_0000182,UBERON_0002107,BTO_0000578
endometrium,A,-,-,UBERON_0001295,BTO_0001422
T_cell_B,CT,-,CL_0000084,UBERON_0010393,BTO_0006566
primary-epidermal-keratinocyte,CT,-,CLO_0000312,UBERON_0001003,BTO_0000667
WT 9-12_control_Nrf2_SFN,CL,CLO_0032545,-,-,-
ES-derived progenitors Pancreatic Progenitors 1 WT,CT,-,CL_0002351,UBERON_0001264,BTO_0000805
HAP1_WT,CL,-,CL_0000763,UBERON_0012429,BTO_0003618
Astrocyte - cerebral cortex donor3,CT,-,CL_0000127,UBERON_0000956,BTO_0000099
MCF7_Invasive_ductal_breast_carcinoma_E2_SHCTCF,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0000093
Fibroblast - skin dystrophia myotonica donor2,CT,-,CL_0002620,UBERON_0003585,BTO_0004419
acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL,CL,CLO_0003817,CL_0002420,UBERON_0002371,BTO_0001952
hNSC,CT,-,CL_0000047,UBERON_0001017,BTO_0002881
K562_MYO1D_Hub_KO,CL,CLO_0007059,CL_0000764,UBERON_0000178,BTO_0000664
Osteobl,CT,-,CL_0000062,UBERON_0002481,BTO_0001593
BT245,CL,-,CL_0000030,UBERON_0001869,BTO_0005949
CLP_1_healthy,CT,-,CL_0000051,UBERON_0012429,BTO_0004731
limb,A,-,-,UBERON_0004480,BTO_0001492
MCF7_TET2WT-E2,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0000093
Brain hippocampus middle,A,-,-,UBERON_0003876,BTO_0000601
A1A3,CL,CLO_0021976,CLO_0004219,UBERON_0036007,BTO_0001342
mesenchymal precursor cell - cardiac donor4,CT,-,CL_0000569,UBERON_0001133,BTO_0003298
HUES48 cells,CL,CLO_0031879,CL_0002322,-,-
Syn_vil_cytoTrophobs_5,CT,-,CL_2000060,UBERON_0001987,BTO_0006120
786-O_HIF2A,CL,-,CL_0002518,UBERON_0001225,BTO_0003781
HeLa-S3 cervical carcinoma,CL,CLO_0003696,CL_1001575,UBERON_0000002,BTO_0000568
UCSD_Ovary,A,-,-,UBERON_0000992,BTO_0000975
TEX-Luciferase-Rx_cells,CL,CLO_0007424,-,-,RXF-393 cell : <BTO_0004207>
Skeletal_Muscle_Male,A,-,-,UBERON_0001134,BTO_0001103
psoas-muscle_3y,A,-,-,UBERON_0001298,BTO_0000621
OCI-LY3_diffuse_large_B-cell_lymphoma,CL,CLO_0009854,CL_0000945,UBERON_0000029,OCI-LY7 cell : <BTO_0006414>
P493-6_B-cell_lymphoma_SHTERT,CL,CLO_0008345,CL_0001200,UBERON_0000029,BTO_0003291
Mero-95,CL,FH_95_cell : <CLO_0003231>,CL_0000077,UBERON_0003390,BTO_0005772
HCC-15,CL,-,CL_0000182,UBERON_0002107,HCC-1500 cell : <BTO_0006441>
ES-UCSF4 cells,CL,CLO_0009474,CL_0002322,-,-
ccRCC,CT,-,CL_1000838,UBERON_0008404,BTO_0006251
Artery_Tibial,A,-,-,UBERON_0007610,BTO_0000573
NHEK_M,CT,-,CL_0000312,UBERON_0001003,BTO_0005481
neuroepithelial_stem_cell,CT,-,CL_0002259,UBERON_0034705,BTO_0002881
Synoviocyte donor3,CT,-,CL_0002302,UBERON_0002018,BTO_0004060
gm2255,-,-,-,-,-
Fetal_stomach,A,-,-,UBERON_0001161,BTO_0001307
PAAD,CT,-,CL_1001433,UBERON_0000017,BTO_0003081
MUTZ-3,CL,CLO_0007902,CL_0002009,UBERON_0002371,BTO_0001883
MDA-MB-468_breast_adenocarcinoma,CL,-,CL_0002326,UBERON_0001911,BTO_0001570
teratocarcinoma cell line:PA-1,CL,-,CLO_0001064,UBERON_0000992,BTO_0001591
Brain_Inferior_Temporal_Lobe,A,-,-,UBERON_0002751,BTO_0006175
iPS DF 19.11 cells,CL,-,CL_0002248,UBERON_0003585,-
MPP_frozen_BM0828,CT,-,CL_0000837,UBERON_0002371,BTO_0004730
LNCaP_R1881,CL,CLO_0026667,CL_0002231,UBERON_0002367,BTO_0006095
snyder,-,-,-,-,-
neuroectodermal tumor cell line:TASK1,CL,-,CL_0000133,UBERON_0002346,BTO_0004259
FW15,CL,CLO_0003409,-,UBERON_0000024,BTO_0006419
SUP-B15_Childhood_B_acute_lymphoblastic_leukemia,CL,-,CL_0017006,UBERON_0012429,-
OVCA429_shLuc,CL,-,CL_2000064,UBERON_0000992,BTO_0002564
small_intestine_2,A,-,-,UBERON_0002108,BTO_0000651
Ciliated_cells_B,CT,-,CL_0000067,UBERON_0001778,BTO_0000414
Rec-1_GSI,CL,-,CL_0001064,UBERON_0010420,BTO_0003558
epidermal_keratinocytes,CT,-,CLO_0000312,UBERON_0001003,BTO_0000667
Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells,CT,-,CL_0000138,UBERON_0002418,BTO_0003858
CD14+ monocytes - treated with B-glucan donor1,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
CD4+_CD25-_Th_Primary_Cells,CT,-,CL_0000492,UBERON_0013756,BTO_0005453
fibroblast_384,CT,-,CL_0000057,-,BTO_0000452
meningioma_4,CT,-,CL_0002379,UBERON_8480038,BTO_0001756
NCI-H1299_wtSMARCA4_Dox,CL,-,CL_0002632,UBERON_0002048,BTO_0002552
HAEC,CT,-,CL_0002544,UBERON_0000947,BTO_0004602
CRC_7A,CL,-,CL_0002253,UBERON_0012652,BTO_0001914
SMS-KCN,CL,CLO_0000052,CL_0002676,UBERON_0001236,BTO_0003548
LCLGM10861,CL,-,CL_0001200,UBERON_0000178,BTO_0002062
FL CD34+CD38-/lowCD90+ HSPC,CT,-,CL_0001024,UBERON_0002107,BTO_0000725
KYSE180,CL,CLO_0007129,CL_0000076,UBERON_0006920,-
U87_FBS,CL,CLO_0009464,CLO_0001064,UBERON_0001017,BTO_0002036
HCC1599,CL,CLO_0029776,CL_0002326,UBERON_0001911,-
Adipose_Nuclei,CT,-,CL_0000448,UBERON_0001013,BTO_0000443
Treg2_t-infiltrating,CT,-,CL_0001047,UBERON_0000479,BTO_0003771
SU-DHL-2,CL,SU-DHL-5 cell : <CLO_0037062>,CL_0000785,UBERON_0000029,BTO_0006365
icn12,CT,-,CL_0001019,-,BTO_0004221
K562_native,CL,CLO_0007059,CL_0000354,UBERON_0012429,BTO_0000664
mdamb175vii,CL,CLO_0007633,CL_0002327,UBERON_0001911,BTO_0003471
SU-DHL-6_diffuse_large_B-cell_lymphoma,CL,-,CL_0000844,UBERON_0000029,BTO_0006462
iPS-18axian,CL,CLO_0037308,CL_0002248,-,BTO_0006078
HCC1954,CL,-,CL_0002326,UBERON_0001911,BTO_0005368
HPV+ HNSCC_SCC-090,CT,-,CL_0000076,UBERON_0001732,BTO_0002024
Unknown.6_eye,A,-,-,UBERON_0000970,BTO_0000439
MOLT4_2,CL,-,CL_0002420,UBERON_0013756,BTO_0000873
RPE1-interphase,CT,-,CL_0002586,UBERON_0005424,BTO_0002334
SKNMC,CL,CLO_0009058,-,UBERON_0003714,BTO_0002914
WIL2-NS,CL,-,CL_0017006,UBERON_0000178,BTO_0001524
H7-hESC,CL,CLO_0037280,CL_0002322,UBERON_0000087,BTO_0001581
Club_D,CT,-,CL_0000158,UBERON_0001958,BTO_0004811
MCF7_Invasive_ductal_breast_carcinoma_TAMR_E2_TAM,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0000093
SKH1_chronic_myelogenous_leukemia_BCR-ABL1_positive,CL,-,CL_0001059,UBERON_0012429,-
CD14+ monocytes - treated with Candida donor2,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
H1 BMP4 Derived Mesendoderm Cultured Cells,CL,CLO_0037280,CL_0000222,-,BTO_0001581
thalamus adult donor10252,A,-,-,UBERON_0001900,BTO_0001365
U2OS_osteosarcoma_HEAT_20,CL,-,CLO_0000062,UBERON_0002481,BTO_0001938
BE2C_2,CL,CLO_0036938,CL_0000029,UBERON_0000013,BTO_0000932
Brain_Cingulate_Gyrus,A,-,-,UBERON_0002967,BTO_0003976
WS3TF,CL,CLO_0001348,CL_0004242,-,BTO_0004739
Dendritic Cells - monocyte immature derived donor1 tech_rep2,CT,-,CL_0011031,UBERON_0013756,BTO_0002900
glioblastoma cell line:T98G,CL,-,CL_0001064,UBERON_0000955,BTO_0006123
GBM22,CT,-,CL_0000030,UBERON_0001017,BTO_0000527
tamoxifen_EC1,CT,-,CL_0000115,UBERON_0001986,BTO_0001176
HGRT,CL,CLO_0004265,H1 horizontal cell : <CL_0004217>,UBERON_0003058,BTO_0003517
FB0167P_progeria_fibroblasts,-,-,-,-,-
mesothelioma cell line:ACC-MESO-4,CL,-,CL_0001064,UBERON_0001136,-
Ciliated_cells_A,CT,-,CL_0005012,UBERON_0008397,BTO_0006170
Lu99B,CL,CLO_0037029,CL_0000082,UBERON_0000115,BTO_0002205
HT1080_DOX5d,CL,-,CLO_0000057,UBERON_0011824,BTO_0001282
chorionic membrane cells donor3,CT,-,CL_0011101,UBERON_0003124,BTO_0005145
MCF10A-YAP5SA_ctrl,CL,CLO_0037239,CL_0002326,UBERON_0001911,BTO_0001939
H9-derived_neuroectoderm_cells,CT,-,CL_0000133,-,-
KARPAS-422_DMSO_8d,CL,CLO_0007066,CL_0001200,UBERON_0001744,BTO_0004981
T_cell_D,CT,-,CL_0000542,UBERON_0010393,BTO_0000782
G401_Dox,CL,G-402 cell,CL_0001064,UBERON_0002113,BTO_0000678
appendix adult,A,-,-,UBERON_0001154,BTO_0000084
HUES64 derived CD56+ mesoderm,CT,-,CL_0000222,UBERON_0000923,BTO_0005535
MPAL4_T1_3,CT,-,-,UBERON_0002371,BTO_0001056
A498,CL,-,CL_0002584,UBERON_0004819,BTO_0000383
SET-2_WT_DMSO,CL,-,CL_0000556,UBERON_0012429,BTO_0004766
VACO_400,CL,-,-,-,BTO_0002739
TT1TKB,CL,CLO_0037505,-,UBERON_0005417,BTO_0003074
SUIT2_TP63dN,CL,CLO_0037345,CL_1001433,UBERON_0009970,BTO_0003493
CD4_M_1_healthy,CT,-,CL_0001043,UBERON_0013756,BTO_0002417
mesenchymal-stem-cell,CT,-,CL_0000134,UBERON_0003422,BTO_0003298
MDA-MB-157_triple_negative_breast_carcinoma,CL,CLO_0007632,CL_0002326,UBERON_0001911,BTO_0006218
ES-derived progenitors_DE FOXA2 -/-,CT,-,CL_0000223,UBERON_0005439,BTO_0000800
HO-1-u-1,CL,-,-,-,BTO_0005948
Lateral temporal lobe_17T_Young,A,-,-,UBERON_0002808,BTO_0001355
LNCaP_prostate_carcinoma_CSFCS,CL,CLO_0007365,CL_0002231,UBERON_0002367,BTO_0005049
NCI-H69,CL,CLO_0035699,CL_1000223,UBERON_0000114,BTO_0003022
Mast cell donor2,CT,-,CL_0000097,-,BTO_0000830
Adipocyte - perirenal donor1,CT,-,CL_0000448,UBERON_0007808,BTO_0006429
B (PB),CT,-,CL_0000945,UBERON_0013756,BTO_0000776
Primary natural killer cells (from PB),CT,-,CL_0000623,UBERON_0013756,BTO_0000914
keratinocytes stem cell,-,-,-,-,-
AG04450,CL,CLO_0034832,CL_0002620,UBERON_0003585,-
CD4+ cells_CTCL1181,CT,-,CL_0001043,UBERON_0002097,BTO_0002417
GC-1 SPG,-,-,-,-,-
A673 STAG2 null,CL,CLO_0022349,CLO_0001064,UBERON_0002481,BTO_0003768
HL60,CL,CLO_0003775,CL_0002154,UBERON_0013756,BTO_0000738
ES derived primitive cardiomyocite_day15,CT,-,CL_0002249,UBERON_0001133,BTO_0001940
CD8-positive-alpha-beta-T-cell,CT,-,CL_0000625,UBERON_0010393,BTO_0000289
AG10803,CL,CLO_0021511,CLO_0001077,-,AG_0001007
xeroderma pigentosum b cell line:XPL 17,CL,CLO_0009662,CL_0002620,UBERON_0002097,BTO_0005044
Vascular_endothelial_heart,CT,-,CL_0010006,UBERON_0018674,BTO_0005562
HUAEC_WT,CT,-,CL_2000052,UBERON_0001310,BTO_0004295
Astro_Oligodendro_cerebrum_4,CT,-,CL_0000127,-,BTO_0003144
colon adult donor1,A,-,-,UBERON_0000059,BTO_0000706
hFOB_undifferentiated,CL,CLO_0003737,CL_0001040,UBERON_0002481,BTO_0004827
small intestine_2,A,-,-,UBERON_0002108,BTO_0000651
Left_Ventricle_adult,A,-,-,UBERON_0002084,BTO_0001629
GH3,-,-,-,-,-
tamoxifen_EC7,CT,-,CL_0000115,UBERON_0004638,BTO_0001176
meningioma_6,CT,-,CL_0002379,UBERON_0002362,BTO_0001756
RWPE1 Schlap1 rep1,CL,CLO_0037504,CL_0002231,UBERON_0002367,BTO_0004790
WA01_H1_human_embryonic_stem_cells_MESEN_STEM,CL,-,CL_0000134,UBERON_0000358,BTO_0006060
UACC62,CL,-,CL_0000148,UBERON_0002097,BTO_0004152
Artery_Coronary,A,-,-,UBERON_0001621,BTO_0000290
TTC1240_SMARCB1_K364del,CL,-,-,-,BTO_0004639
MCF7_CPI-455,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0000093
teratocarcinoma cell line:NCC-IT-A3,CL,CLO_0037149,CLO_0001064,UBERON_0005890,BTO_0000916
pancreas,A,-,-,UBERON_0001264,BTO_0000988
Skin Fibroblast_Nutlin3A,CT,-,CL_0002620,UBERON_0003585,BTO_0001255
naive B (VB),CT,-,CL_0000788,UBERON_0013756,BTO_0000776
AML11,CT,-,CL_0000835,UBERON_0002371,BTO_0000187
VCaP_prostate_carcinoma_R1881_4H,CL,CLO_0037117,CL_0002231,UBERON_0002367,BTO_0003215
Circle of Willis_54y,A,-,-,UBERON_0004449,BTO_0005205
TE 354.T,CL,-,CL_0000076,UBERON_0001043,BTO_0004618
panc1,CL,CLO_0000551,CL_1001433,UBERON_0000017,BTO_0001521
EP156T,CL,CLO_0029922,CL_0002231,UBERON_0002367,-
HME1,CL,CLO_0037172,CL_0002326,UBERON_0001911,BTO_0002769
ME-1_acute_myeloid_leukemia_,CL,CLO_0009847,CL_0000835,UBERON_0012429,BTO_0005913
left ventricle_LV1200,A,-,-,UBERON_0002084,BTO_0001629
H9_ESC,CL,-,CL_0002322,UBERON_0000087,BTO_0001581
normal_epidermal_keratinocytes,CT,-,CL_0000312,UBERON_0001003,BTO_0000667
Endothelial Cells - Vein donor1,CT,-,CL_1000414,UBERON_0003920,BTO_0004759
left ventricle_DCM_LV1033,A,-,-,UBERON_0006566,BTO_0001629
Tet21N_neuroblastoma,CL,CLO_0000052,CL_0001064,UBERON_0000013,BTO_0004654
transverse colon_54y,A,-,-,UBERON_0001157,BTO_0000272
HSPC-derived late erythroid precursors,CT,-,CL_0000552,UBERON_0012429,BTO_0001571
LSEC,CT,-,CL_1000398,UBERON_0001281,BTO_0001251
GM12870_male_B-cells,CL,CLO_0022829,CL_0017006,UBERON_0010416,BTO_0006353
SKNO-1,CL,-,CL_0000835,UBERON_0002371,BTO_0002827
melanoma,CT,-,CL_0000148,UBERON_0001003,BTO_0000848
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_HYPOX,CL,-,CL_0002618,UBERON_0002066,BTO_0001949
RMG-I,CL,CLO_0037103,CL_2000064,UBERON_0000992,BTO_0004930
CD4p CD25- CD45RAp Naive,CT,-,CL_0000492,-,-
forebrain,A,-,-,UBERON_0001893,BTO_0000239
RWPE1_prostate_epithelial_cells,CL,CLO_0008905,CL_0002231,UBERON_0002367,BTO_0003709
KYSE180_1,CL,CLO_0007130,CL_0002221,UBERON_0006920,-
sacrococcigeal teratoma cell line:HTST,CL,CLO_0036938,CLO_0002248,UBERON_0011271,-
ID00016,CL,CLO_0029229,ILC1 : <CL_0001068>,UBERON_0019221,-
Trabecular Meshwork Cells donor1,CT,-,CL_0002367,UBERON_0005969,-
PDAC_SHCTR,CT,-,CL_0002079,UBERON_0009970,BTO_0003883
LNCaP_prostate_carcinoma_PHFRPMIFCS,CL,-,CL_0002231,UBERON_0002367,BTO_0006095
Fetal adrenal gland,A,-,-,UBERON_0002369,BTO_0000047
primary-B-cell,CT,-,CL_0000945,UBERON_0004041,BTO_0000776
81-3,CL,CLO_0001533,CL_0002023,-,BTO_0004281
Detroit_562_Pharyngeal_squamous_cell_carcinoma,CL,CLO_0002752,CL_0000240,UBERON_0006562,BTO_0000834
Olfactory epithelial cells donor1,CT,-,CL_0002167,UBERON_0001997,BTO_0002771
MIA Paca2,CL,CLO_0007726,CL_1001433,UBERON_0007329,-
hMSCs,CT,-,CL_0000134,UBERON_0003422,BTO_0003298
Inhibitory_neur_cerebrum_2,CT,-,CL_0011005,UBERON_0035955,-
Th17-cells,CT,-,CL_0000899,UBERON_0001961,BTO_0005655
PRAD,CT,-,CL_0002231,UBERON_0002367,BTO_0001130
UCSD_Lung,A,-,-,UBERON_0002048,BTO_0000763
NCI-H889_p8-15,CL,CLO_0008125,CL_0001064,UBERON_0002048,BTO_0005667
NB4_1,CL,-,CL_0000836,UBERON_0000178,BTO_0006043
ZR751,CL,-,CL_4033058,UBERON_0011950,BTO_0003136
2229,-,-,-,-,-
heart adult pool1,A,-,-,UBERON_0001133,BTO_0000901
monocyte,CT,-,CL_0000576,UBERON_0002371,BTO_0001433
monocyte_VB,CT,-,CL_0000576,UBERON_0013756,BTO_0000876
CAOV4cis,CL,CLO_0002196,CL_2000064,UBERON_0000992,-
GM06990_female_B-cells,CL,-,CL_0001200,UBERON_0013756,BTO_0002062
BJAB_Burkitt_lymphoma_BIRA,CL,CLO_0001980,CL_0001200,UBERON_0009039,BTO_0003807
CD14_INFG_LPS,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
U87_EGFRvIII_shSOX9_FBS,CL,CLO_0009464,CL_0000127,UBERON_0000955,BTO_0001530
acute myeloid leukemia (FAB M2) cell line:Kasumi-6,CL,CLO_0005663,CL_0000835,UBERON_0002371,BTO_0004136
BE2C,CL,CLO_0009053,CLO_0001064,UBERON_0000013,BTO_0004782
HuH7_hepatocellular_carcinoma_MITO,CL,CLO_0009989,CL_0000182,UBERON_0002107,BTO_0002931
Mel Juso,CL,-,CL_0000148,UBERON_0001003,BTO_0001588
GBM10,CT,-,CL_0001064,UBERON_0001869,BTO_0000527
MCF7_DAC,CL,CLO_0007606,CL_4033058,UBERON_0001911,BTO_0000093
Macrophage - monocyte derived donor3,CT,-,CL_0000235,UBERON_0013756,BTO_0000801
OCI-AML-3,CL,CLO_0009853,CL_0000835,UBERON_0002390,BTO_0001883
B_cell_blood,CT,-,CL_0000945,UBERON_0000178,BTO_0000776
pancreatic carcinoma cell line:NOR-P1,CL,CLO_0028457,CL_1001433,UBERON_0001264,BTO_0003533
Foreskin Keratinocyte Primary Cells skin02,CT,-,CLO_1001606,UBERON_0001471,BTO_0000667
T_A,CL,CLO_0009935,CL_0000084,UBERON_0010393,-
H9_neural_progenitor_cell,CL,-,CL_0011020,UBERON_0001017,BTO_0001581
Cheek Cell,CT,-,CL_1001576,UBERON_0006956,BTO_0004804
GM12878_female_B-cells_lymphoblastoid_cell_line,CL,CLO_0022563,CL_0017006,UBERON_0013756,BTO_0006353
endometrium cancer_DSG,CT,-,CL_0009084,UBERON_0001295,BTO_0003871
embryonic-kidney,A,-,-,UBERON_0005147,BTO_0000671
iPSC_induced_pluripotent_stem_cells,CL,CLO_0037308,CL_0002248,-,BTO_0006078
Cardiac Progenitor Cell,CT,-,CL_0011026,UBERON_0004140,-
HuH-6,CL,CLO_0000565,CL_0005026,UBERON_0002107,BTO_0001664
mesenchymal stem cell,CT,-,CL_0000134,UBERON_0003422,BTO_0003298
small intestine fetal donor1,A,-,-,UBERON_0002108,BTO_0000651
3679,-,-,-,-,-
iPSC-derived_cardiomyocytes,CT,-,CL_0002494,UBERON_0002349,BTO_0003324
SJSA-1,CL,CLO_0009031,CLO_0001064,UBERON_0002481,BTO_0004216
ST1,CL,-,CL_0001043,UBERON_0002193,BTO_0002961
primary_breast_cancer,CT,-,CL_0002326,UBERON_0001911,BTO_0004087
OSvKM,-,-,-,-,-
GBM38,CT,-,CL_0000034,-,BTO_0000527
CD14_Primary_Cells,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
MOLM13,CL,CLO_0033967,CL_0000766,UBERON_0012429,BTO_0004175
small intestine 30y,A,-,-,UBERON_0002108,BTO_0000651
ENS_neur_intestine,CT,-,CL_0007011,UBERON_0002005,BTO_0006389
lung_3y,A,-,-,UBERON_0002048,BTO_0000763
hippocampus,A,-,-,UBERON_0001885,BTO_0000601
HEK293_siBAHD1_W667G_mutant,CL,CLO_0037374,CL_0002518,UBERON_0005095,BTO_0002181
MKL1_virus_positive,CL,CLO_0009838,-,-,-
750N,CT,-,-,UBERON_7500106,BTO_0005550
fibrosarcoma cell line:HT-1080,CL,CLO_0004276,CL_0000057,UBERON_0011824,BTO_0001282
LNCaP_prostate_carcinoma_SHCTR_DHT,CL,-,CL_0002231,UBERON_0002367,BTO_0006095
SK-N-BE2,CL,CLO_0009052,CL_0002676,UBERON_0001236,BTO_0000932
HelaS3 ENCODE,CL,CLO_0003696,CL_0002535,UBERON_0000002,BTO_0000568
WA09_embryonic_stem_cells,CL,CLO_0003612,CL_0002322,UBERON_0000087,BTO_0006062
MO1043_ICN1_HA_H3K27Ac_a,CL,-,-,-,-
GIST-T1_JQ1,CL,CLO_0003491,CLO_0001064,UBERON_0000945,BTO_0006566
HT29_colon_adenocarcinoma_ROSIG_2H,CL,CLO_0004283,CL_0002253,UBERON_0001157,BTO_0000182
purified primary alveolar epithelial type 2 cells,CT,-,CL_0002063,UBERON_0004821,BTO_0000538
mesenchymal precursor cell - ovarian cancer right ovary donor3 (SOC-57-02),CT,-,CL_0000134,UBERON_0002118,BTO_0003298
FaDu,CL,CLO_0002993,CL_0000240,UBERON_0009695,BTO_0003233
acute_promyelocytic_leukemia_blasts,CT,-,CL_0000836,UBERON_0012429,BTO_0005790
H295R,CL,CLO_0008081,CL_0002097,UBERON_0001235,BTO_0004114
OCI-Ly10,CL,CLO_0050883,CL_0001200,UBERON_0001744,OCI-LY7 cell
TS576,CL,CLO_0009419,CL_4023118,-,BTO_0003268
H3.3K27M_BT245-C1P5,-,-,-,-,-
Lymphoid_intestine_1,CT,-,CL_0002496,UBERON_0000160,BTO_0001096
MPAL5_R1_1,CT,-,CL_0000837,UBERON_0002371,BTO_0005579
Pt22_leukemia cell_THZ1,CT,-,CLO_0001064,UBERON_0012429,BTO_0001271
Inhib_neur_cerebrum_3,CT,-,CL_0011005,UBERON_0035955,BTO_0000938
HCC-1428_breast_adenocarcinoma,CL,-,CL_0002326,UBERON_0001911,HCC-1438 cell : <BTO_0006440>
V1009,-,-,-,-,-
MDA-MB-231_ERαWT_0min,CL,-,CL_0002326,UBERON_0001911,BTO_0004955
hiPSC,CL,CLO_0037308,CL_0002248,-,BTO_0006078
MOLM14_CA25_11,CL,-,CL_0000835,UBERON_0012429,BTO_0005720
GM15850,CL,-,CL_0017006,UBERON_0013756,BTO_0002062
Myoblast donor2,CT,-,CL_0000515,UBERON_0001134,BTO_0002809
TTC-1240_Rhabdoid_tumor_of_the_kidney,CL,-,CL_0001064,UBERON_0002113,BTO_0004965
breast_mrnahist,CT,-,CL_0002326,UBERON_0001911,BTO_0004300
U2OS_osteosarcoma_HEAT,CL,-,CLO_0001064,UBERON_0002481,-
ductus deferens adult,A,-,-,UBERON_0004224,BTO_0001427
Ly4,CL,CLO_0007229,-,-,BTO_0003432
mesenchymal precursor cell - adipose donor2,CT,-,CL_0002570,UBERON_0001013,BTO_0004752
NEC14,CL,CLO_0034849,-,-,-
stomach_30y,A,-,-,UBERON_0000945,BTO_0001307
Embryonic Blood Cells,CT,-,CL_0002417,UBERON_0008852,BTO_0004911
CyT49_HE,CL,CLO_0009974,CL_0002322,-,-
Memory_CD4_T,CT,-,CL_0001204,UBERON_0010394,-
PC3_COMBO,CL,CLO_0037036,CL_0002231,UBERON_0002367,BTO_0001061
normal plasma cell,CT,-,CL_0001200,-,BTO_0000776
V1024,-,-,-,-,-
MDA-MB-231_ER?WT_45min,CL,-,CL_0002326,UBERON_0001911,BTO_0000815
brain-prefrontal-cortex,A,-,-,UBERON_0000451,BTO_0002807
left ventricle_DCM_LV1290,A,-,-,UBERON_0002084,BTO_0001629
Adrenal_Gland,A,-,-,UBERON_0002369,BTO_0000047
ENS_neur_stomach,CT,-,CL_0007011,UBERON_0000945,BTO_0006389
SNU-216,CL,SNU-449 cell : <CLO_0009100>,CL_0002178,UBERON_0001199,BTO_0004988
Left_ventricle,A,-,-,UBERON_0002084,BTO_0001629
T_C,CL,CLO_0000108,CL_0009064,UBERON_0001744,BTO_0001045
meningioma_1,CT,-,CL_0002379,UBERON_0010743,BTO_0001756
Peripheral blood,CT,-,CL_2000001,UBERON_0004537,BTO_0003494
G401,CL,CLO_0003434,CL_0001064,UBERON_0002113,BTO_0002586
OCI-LY3,CL,CLO_0009854,CL_0001200,UBERON_0000029,OCI-LY7 cell
HEL92.1.7,CL,CLO_0003682,CL_0000765,UBERON_0000178,BTO_0003320
MPAL4_T1_1,CT,-,CL_0001030,UBERON_0002371,BTO_0000731
Mantle Cell Lymphoma (MCL),CT,-,CLO_0000945,UBERON_0000029,BTO_0004472
ES-WA7 cells,CL,CLO_0037280,CL_0002322,UBERON_0019248,BTO_0001581
CD133+,CT,-,-,-,-
large intestine,A,-,-,UBERON_0000059,BTO_0000706
MKN1,CL,-,CL_0002178,UBERON_0001276,BTO_0002384
LoVo_colorectal_adenocarcinoma_PHASES,CL,-,CL_0011108,UBERON_0012652,BTO_0001914
rhabdomyosarcoma,CT,-,CL_0001064,UBERON_0001134,BTO_0001802
ra1,CL,CLO_0022136,-,-,-
HEK-293,CL,-,CL_0002518,UBERON_0005095,BTO_0000007
C4-2,CL,CLO_0000748,CL_0002231,UBERON_0009847,BTO_0005868
cerebellum - adult donor10196,A,-,-,UBERON_0002037,BTO_0000232
human_villous_mesenchymal_fibroblast_cells,CT,-,CL_0002558,UBERON_8600023,BTO_0003952
CD8+ T Cells donor3,CT,-,CL_0001049,UBERON_0010393,BTO_0000289
OCI-LY1,CL,-,CL_0000844,UBERON_0000029,OCI-LY7 cell : <BTO_0006414>
